,revenue,reward_id,campaign_id,application_id
2014-07-26 22:19:45.117345,0.149,53d42981-5ff0-90c0-80f0-7286814272ff,4,3
2014-07-26 22:19:58.829662,0.149,53d4298e-f801-fec5-f4dc-550469cc4f5e,4,3
2014-07-26 22:20:48.141357,0.349,53d429c0-f1fc-d729-0f8d-bbb8e5bf3bd7,29,1
2014-07-26 22:21:52.745715,0.149,53d42a00-590f-4b8f-f8c1-0fc8b475bb05,4,3
2014-07-26 22:21:52.893879,0.149,53d42a00-9a76-2e82-e19f-da5b3ad1273d,4,2
2014-07-26 22:24:33.815812,0.149,53d42aa1-d144-5a21-8db1-785901845c1c,4,2
2014-07-26 22:24:57.416690,0.149,53d42ab9-ff95-5a24-5f9c-55d264704e6e,4,2
2014-07-26 22:24:59.091289,0.899,53d42abb-7dd7-1cf8-5df7-23454c44b9de,25,0
2014-07-26 22:25:04.754790,0.499,53d42ac0-9bfe-c18e-493f-4a1053e65ea2,1,1
2014-07-26 22:25:52.736715,0.699,53d42af0-b7ce-65f7-a24f-22f8c86dd763,26,3
2014-07-26 22:25:57.880253,0.149,53d42af5-0ba5-0c78-df49-8b2abaf8fbcd,4,3
2014-07-26 22:26:11.067182,0.64,53d42b03-ebff-0bc8-361b-b82fe131a4fd,8,3
