"","cong","idno","state","statenm","party","occup","office","name","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30","var31","var32","var33","var34","var35","var36","var37","var38","var39","var40","var41","var42","var43","var44","var45","var46","var47","var48","var49","var50","var51","var52","var53","var54","var55","var56","var57","var58","var59","var60","var61","var62","var63","var64","var65","var66","var67","var68","var69","var70","var71","var72","var73","var74","var75","var76","var77","var78","var79","var80","var81","var82","var83","var84","var85","var86","var87","var88","var89","var90","var91","var92","var93","var94","var95","var96","var97","var98","var99","var100","var101","var102","var103","var104","var105","var106","var107","var108","var109","var110","var111","var112","var113","var114","var115","var116","var117","var118","var119","var120","var121","var122","var123","var124","var125","var126","var127","var128","var129","var130","var131","var132","var133","var134","var135","var136","var137","var138","var139","var140","var141","var142","var143","var144","var145","var146","var147","var148","var149","var150","var151","var152","var153","var154","var155","var156","var157","var158","var159","var160","var161","var162","var163","var164","var165","var166","var167","var168","var169","var170","var171","var172","var173","var174","var175","var176","var177","var178","var179","var180","var181","var182","var183","var184","var185","var186","var187","var188","var189","var190","var191","var192","var193","var194","var195","var196","var197","var198","var199","var200","var201","var202","var203","var204","var205","var206","var207","var208","var209","var210","var211","var212","var213","var214","var215","var216","var217","var218","var219","var220","var221","var222","var223","var224","var225","var226","var227","var228","var229","var230","var231","var232","var233","var234","var235","var236","var237","var238","var239","var240","var241","var242","var243","var244","var245","var246","var247","var248","var249","var250","var251","var252","var253","var254","var255","var256","var257","var258","var259","var260","var261","var262","var263","var264","var265","var266","var267","var268","var269","var270","var271","var272","var273","var274","var275","var276","var277","var278","var279","var280","var281","var282","var283","var284","var285","var286","var287","var288","var289","var290","var291","var292","var293","var294","var295","var296","var297","var298","var299","var300","var301","var302","var303","var304","var305","var306","var307","var308","var309","var310","var311","var312","var313","var314","var315","var316","var317","var318","var319","var320","var321","var322","var323","var324","var325","var326","var327","var328","var329","var330","var331","var332","var333","var334","var335","var336","var337","var338","var339","var340","var341","var342","var343","var344","var345","var346","var347","var348","var349","var350","var351","var352","var353","var354","var355","var356","var357","var358","var359","var360","var361","var362","var363","var364","var365","var366","var367","var368","var369","var370","var371","var372","var373","var374","var375","var376","var377","var378","var379","var380","var381","var382","var383","var384","var385","var386","var387","var388","var389","var390","var391","var392","var393","var394","var395","var396","var397","var398","var399","var400","var401","var402","var403","var404","var405","var406","var407","var408","var409","var410","var411","var412","var413","var414","var415","var416","var417","var418","var419","var420","var421","var422","var423","var424","var425","var426","var427","var428","var429","var430","var431","var432","var433","var434","var435","var436","var437","var438","var439","var440","var441","var442","var443","var444","var445","var446","var447","var448","var449","var450","var451","var452","var453","var454","var455","var456","var457","var458","var459","var460","var461","var462","var463","var464","var465","var466","var467","var468","var469","var470","var471","var472","var473","var474","var475","var476","var477","var478","var479","var480","var481","var482","var483","var484","var485","var486","var487","var488","var489","var490","var491","var492","var493","var494","var495","var496","var497","var498","var499","var500","var501","var502","var503","var504","var505","var506","var507","var508","var509","var510","var511","var512","var513","var514","var515","var516","var517","var518","var519","var520","var521","var522","var523","var524","var525","var526","var527","var528","var529","var530","var531","var532","var533","var534","var535","var536","var537","var538","var539","var540","var541","var542","var543","var544","var545","var546","var547","var548","var549","var550","var551","var552","var553","var554","var555","var556","var557","var558","var559","var560","var561","var562","var563","var564","var565","var566","var567","var568","var569","var570","var571","var572","var573","var574","var575","var576","var577","var578","var579","var580","var581","var582","var583","var584","var585","var586","var587","var588","var589","var590","var591","var592","var593","var594","var595","var596","var597","var598","var599","var600","var601","var602","var603","var604","var605","var606","var607","var608","var609","var610","var611","var612","var613","var614","var615","var616","var617","var618","var619","var620","var621","var622","var623","var624","var625","var626","var627","var628","var629","var630","var631","var632","var633","var634","var635","var636","var637","var638","var639","var640","var641"
"1",107,99910,99,"USA",200,NA,NA,"BUSH",1,1,1,1,1,1,1,1,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,6,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,9,9,9,6,9,6,9,9,1,6,9,9,6,6,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,1,6,9,9,9,9,1,1,1,9,9,9,1,9,9,9,1,1,1,1,9,1,9,9,9,9,9,1,9,9,9,9,9,1,1,9,9,9,1,9,9,9,9,1,1,1,1,9,9,1,9,9,9,9,9,9,9,9,1,9,9,1,1,1,9,9,9,9,9,1,9,1,6,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,6,9,9,9,1,9,9,9,9,9,9,6,9,1,1,6,9,6,9,9,6,9,9,9,9,9,9,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,1,1,9,1,1,9,9,9,9,1,1,1,1,1,9,1,9,1,1,9,1,9,9,9,1,9,1,9,1,9,9,9,1,6,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,1,9,9,1,9,1,1,9,9,1,9,1,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9
"2",107,49700,41,"ALABAMA",200,0,1,"SESSIONS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,1,6,1,6,6,1,1,6,6,6,1,6,1,6,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,6,6,1,1,6,6,6,1,1,6,1,6,1,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,6,6,1,6,6,1,6,6,1,1,1,6,1,1,9,9,6,1,1,1,6,1,6,6,6,1,6,1,1,1,1,6,6,1,6,6,6,6,1,1,6,6,1,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,6,1,1,1,9,9,9,9,1,6,6,1,1,1,6,1,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,6,6,6,6,1,1,1,6,1,1,6,6,6,6,1,1,1,6,1,6,6,6,6,1,6,1,9,6,9,9,9,6,1,1,1,1,1,1,6,1,6,1,6,1,6,1,1,1,6,6,6,9,1,1,6,1,6,6,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,6,6,1,1,6,1,1,6,9,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,1,9,1,6,1,1,1,6,1,1,6,6,6,1,1,6,1,1,1,1,1,6,1,6,1,6,1,1,6,6,6,6,1,1,6,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,1,6,6,1,1,1,9,6,9,6,6,1,6,6,9,6,6,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,9,9,1,1,6,1,1,6,1,1,1,1,1,6,6,1
"3",107,94659,41,"ALABAMA",200,0,1,"SHELBY",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,1,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,6,1,6,6,1,1,6,6,6,1,6,1,6,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,6,6,6,1,1,6,1,6,1,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,6,6,1,6,6,1,6,6,1,1,1,6,1,1,6,1,1,1,1,1,6,1,9,6,1,1,6,6,1,1,1,6,1,1,6,6,6,1,1,6,6,6,1,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,6,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,6,6,6,1,1,1,1,6,6,6,6,6,1,6,1,6,1,1,6,1,6,6,1,1,1,6,1,6,6,6,6,1,1,1,9,9,9,9,9,6,1,1,1,1,1,1,6,6,6,1,1,1,6,1,1,1,6,6,6,6,1,1,6,1,6,6,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,6,6,9,1,1,1,1,6,6,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,9,9,9,9,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,6,1,6,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,1,6,6,1,1,1,9,6,1,9,6,1,6,6,1,1,6,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,1
"4",107,14907,81,"ALASKA",200,0,1,"MURKOWSKI",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,6,6,6,1,6,6,1,6,6,6,6,6,1,1,6,1,6,6,1,1,9,9,6,1,6,1,6,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,1,6,1,6,6,1,6,1,1,6,6,1,1,6,6,1,1,1,6,1,6,1,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,6,9,1,6,6,1,6,6,1,1,1,6,1,1,6,1,1,1,1,1,6,1,6,6,6,1,6,1,9,9,9,9,9,9,9,9,9,9,9,9,9,6,1,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,6,1,6,1,6,1,1,6,1,6,1,1,1,1,6,9,9,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,6,1,1,6,1,1,6,1,6,1,1,1,6,1,1,1,1,6,1,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,6,1,1,6,6,1,1,6,1,6,6,1,6,6,1,6,1,6,6,1,6,6,6,6,1,1,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,6,1,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,6,6,6,1,1,6,6,6,6,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,6,6,6,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,9,9,9,6,6,1,1,1,1,1,1,1,1,1,6,1,1,9,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,6,1,9,9,6,1,1,6,6,9,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,9,9,1,1,1,1,6,6,9,6,6,9,9,9,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,9,9,9,9,9
"5",107,12109,81,"ALASKA",200,0,1,"STEVENS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,9,1,6,1,1,6,6,6,1,6,1,6,1,1,6,6,1,6,6,1,1,6,6,6,6,1,1,6,6,1,1,6,1,6,6,1,6,1,6,1,1,6,6,6,1,1,6,6,1,6,1,1,1,1,1,1,1,1,6,6,1,6,1,1,6,6,1,1,6,6,6,6,1,6,1,6,1,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,9,1,6,6,6,1,6,1,6,6,1,1,1,6,1,1,6,1,1,1,1,1,6,1,6,1,6,1,6,1,1,1,1,6,6,1,6,6,6,6,1,1,6,6,6,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,1,6,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,9,6,6,1,1,1,1,1,1,1,1,6,1,1,9,1,1,1,1,6,1,1,9,9,1,6,6,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,1,6,6,1,1,1,1,6,6,1,6,6,1,6,1,6,6,1,6,6,6,6,1,1,1,6,1,6,6,6,6,1,1,1,1,6,1,1,1,6,1,6,1,1,9,1,6,1,1,6,1,6,6,1,1,1,1,6,6,6,1,1,6,6,9,6,6,1,1,1,1,1,6,9,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,9,9,9,9,6,6,6,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,6,1,1,6,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1
"6",107,15429,61,"ARIZONA",200,0,1,"KYL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,6,6,6,6,1,6,1,6,1,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,6,1,6,6,1,6,6,6,6,1,6,1,6,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,1,1,1,1,1,6,6,1,1,6,1,6,1,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,6,1,6,6,1,6,6,1,6,6,1,1,1,6,6,1,6,1,1,1,1,1,6,1,6,6,6,1,6,1,1,1,1,6,6,1,6,6,6,6,1,1,6,6,1,6,1,1,6,6,1,1,1,1,6,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,6,6,6,1,1,1,6,1,6,1,6,1,1,6,1,6,6,1,1,1,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,9,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,6,1,6,6,1,1,6,1,6,6,6,6,1,1,1,6,6,6,1,1,1,1,6,6,6,1,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,6,1,6,1,1,6,9,9,9,6,1,6,1,6,1,1,6,1,6,6,1,1,1,1,1,1,1,6,6,6,1,1,6,6,6,6,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,1,9,1,6,1,1,1,1,1,6,6,1,1,6,1,6,6,1,1,6,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,6,6,1,1,6,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,6,6,6,1,1,6,6,6,6,6,1,6,6,6,6,1,6,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,6,1,6,6,1,1,1,6,1,1,1,6,1,1,1,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,6,1,6,6,1,6,6,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,1
"7",107,15039,61,"ARIZONA",200,0,1,"MCCAIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,1,1,6,1,6,6,6,1,1,1,1,6,1,1,6,1,1,1,1,1,6,1,6,1,6,1,6,1,1,6,6,1,1,1,6,1,1,1,6,1,6,6,1,1,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,6,1,1,1,6,1,6,1,1,6,6,6,1,1,6,6,6,1,1,6,6,6,6,6,6,1,6,1,1,6,1,6,1,1,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,9,6,6,6,6,1,1,1,1,1,1,6,6,6,1,1,1,9,1,1,1,6,6,1,6,6,1,6,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,6,1,1,1,1,1,6,1,1,6,1,1,6,6,6,1,1,1,9,9,9,1,1,6,6,1,6,6,6,6,1,1,1,6,9,6,1,1,9,1,6,1,6,6,1,1,1,6,6,6,9,1,1,1,1,1,9,9,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,9,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,6,1,9,6,1,1,1,1,6,1,1,1,1,1,6,1,6,9,9,6,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,6,1,6,6,1,1,1,6,6,6,1,6,6,6,6,1,1,6,6,6,6,1,6,6,1,6,6,9,9,9,9,1,1,6,1,1,9,9,9,9,9,9,9,9,9,9,1,1,1,6,6,6,1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,6,1,6,9,9,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,6,6,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,6,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,6,1,9,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,6,6,6,1,1,6,6,6,6,6,9,6,6,1,6,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,6,6,6,1,1,6,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,6,1,6,6,1,1,6,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,1,9,1,1,6,1,1,1,1,1,1,1,1,1,1,1
"8",107,29306,42,"ARKANSA",200,0,1,"HUTCHINSON",1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,6,6,6,1,6,1,1,6,6,6,1,6,1,6,6,6,6,6,6,6,6,1,1,6,1,6,1,1,6,6,6,6,1,6,1,6,6,1,6,1,6,1,1,6,6,1,1,1,1,6,1,6,1,1,9,1,1,1,1,1,6,1,1,6,1,1,6,1,1,6,6,6,6,6,6,6,1,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,6,6,1,6,6,1,6,6,1,1,1,6,1,1,6,1,6,1,1,1,6,1,6,6,6,1,6,1,1,1,1,6,6,1,6,6,6,6,1,1,6,1,1,6,1,1,1,6,1,1,1,1,6,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,6,1,1,6,1,6,1,6,1,6,1,1,1,1,6,1,1,6,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,6,6,6,1,1,1,1,6,6,6,6,6,1,1,1,6,1,6,6,6,6,1,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,9,6,1,1,1,1,1,1,1,1,6,1,1,1,6,1,9,9,1,6,1,6,1,1,6,6,6,6,6,1,1,1,1,1,6,9,1,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,6,6,6,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9,9,9,9,9,9,1,1,1,1,1,1,6,6,1,1,6,1,1,1,6,6,6,1,1,6,1,6,1,1,9,6,1,6,6,1,6,1,1,1,6,1,1,6,6,9,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,6,1,1,1,9,9,9,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,6,6,1,6,6,1,9,9,6,1,6,6,6,6,6,1,1,1,6,1,6,6,6,1,9,9,1,1,6,1,1,6,1,1,1,1,1,9,9,9
"9",107,29305,42,"ARKANSA",100,0,1,"LINCOLN",1,1,1,1,1,1,1,6,1,1,1,1,1,9,1,1,6,6,6,6,6,1,6,6,1,1,6,1,1,6,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,6,6,1,1,1,1,1,6,1,6,1,1,1,1,6,1,1,6,6,1,6,6,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,6,6,6,6,1,1,1,6,6,6,6,6,6,1,1,1,6,1,1,1,6,1,6,6,1,1,1,6,1,1,6,6,6,6,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,6,6,1,1,6,1,6,1,6,6,6,6,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,6,1,9,6,6,1,1,6,6,6,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,1,6,1,1,6,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,9,1,1,1,6,1,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,9,1,6,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,6
